Starting_point_id,Dropping_point_id,Weekday,Intercept,Power_0,Power_1,Power_2,Power_3,Power_4,Power_5,Power_6,Power_7
8,1,Wednesday,28.900547807161267,-5.1602022208703574e-24,3.332459347651029e-17,-3.664009631570665e-18,-1.8741937533675832e-15,-5.788471885625796e-13,1.5329481443605655e-15,-1.3096885492161859e-18,3.6377583267714563e-22
8,1,Thursday,19.63017579358941,1.1945151125331107e-16,-6.465192757460873e-11,1.5723242677676615e-11,3.1046494250873514e-09,-1.1394030685767186e-11,1.564746071244544e-14,-9.444217899086335e-18,2.106678689855893e-21
8,1,Friday,18.430740202891577,9.95831955729863e-17,4.302198281095064e-11,1.4817368336037797e-11,2.913271662459047e-09,-1.1457139792423851e-11,1.6696176538985555e-14,-1.0626556826015419e-17,2.4910880557812123e-21
8,3,Saturday,41.34995269924154,-3.502340106091224e-24,-1.5275552502282093e-17,-2.6000112218778632e-18,-1.340652429467928e-15,-4.1439219908564415e-13,1.0266830806183084e-15,-8.24256049410237e-19,2.156458396561289e-22
8,3,Sunday,28.98181849729793,1.0500952064948908e-16,2.4432097718433935e-10,1.2652841495608152e-11,2.4457367110649726e-09,-8.997190322218517e-12,1.2361395223360871e-14,-7.447606504486415e-18,1.6554094127265638e-21
8,3,Monday,52.29878922439011,-4.8335651959489965e-24,-2.073303322904144e-17,-3.3058395110208746e-18,-1.6432852303533211e-15,-4.91540861665757e-13,1.1008853453360824e-15,-8.091704324596955e-19,1.9422816220547064e-22
8,3,Tuesday,28.859414466465026,1.5767681469796161e-16,1.624623579396424e-10,1.923992074482795e-11,3.6106968686956204e-09,-1.3065636556298195e-11,1.763429216625258e-14,-1.0456838602646278e-17,2.2940824102219833e-21
8,3,Wednesday,44.28355140536881,-8.746812407088096e-24,2.727943377074048e-17,-6.207132484654743e-18,-3.1757082626142862e-15,-9.807016039565852e-13,2.426892756834264e-15,-1.9609263603695943e-18,5.193228641020982e-22
8,3,Thursday,32.931865524367666,1.276851613786385e-16,-6.910830219039375e-11,1.680702557227201e-11,3.3186483470364954e-09,-1.2465562183750554e-11,1.7369093235450215e-14,-1.055973146785661e-17,2.360058693719994e-21
8,3,Friday,31.306322236624588,4.632243919677015e-17,2.001224290238047e-11,6.892495530603624e-12,1.355147322432332e-09,-5.157725019127403e-12,7.243759020398451e-15,-4.438413740040593e-18,1.0023533194589367e-21
8,4,Saturday,32.51348586944235,-2.7677942651395883e-24,4.3875589049825934e-18,-2.057962553317601e-18,-1.0618836477825265e-15,-3.2849453324326237e-13,6.785159615280828e-16,-4.662465381177792e-19,1.0617001330389398e-22
8,4,Sunday,22.699974832924525,1.7035491130519488e-17,3.963571125969167e-11,2.0526487793319928e-12,3.9676872155330173e-10,-9.431899582265278e-13,6.684294698121345e-16,-6.140016469008447e-20,-5.663722928209498e-23
8,4,Monday,35.55014924461788,-3.012883442057081e-24,1.0109299322881518e-17,-2.0702361995658998e-18,-1.0317641994686058e-15,-3.0938473829586695e-13,6.674490313744833e-16,-4.701543286414472e-19,1.0733211102813193e-22
8,4,Tuesday,22.79660312183023,7.645383606283282e-17,7.836925764340857e-11,9.323182343927918e-12,1.7518427921516172e-09,-6.261371075494631e-12,8.358396465206219e-15,-4.902143710226423e-18,1.0628127593862317e-21
8,4,Wednesday,31.507301870815056,-2.932826511458364e-24,1.631861061491451e-18,-2.0801811554212734e-18,-1.0643763093610278e-15,-3.2864714435304504e-13,7.900338339363269e-16,-6.247044656367688e-19,1.6249216949101812e-22
8,4,Thursday,23.44963531882548,7.560319983599487e-17,-7.551877681666742e-11,9.944442180351587e-12,1.9605079287824542e-09,-7.144347121972492e-12,9.762920718894966e-15,-5.867537303112837e-18,1.3035207922152274e-21
8,4,Friday,23.57977305663587,4.45402162554412e-17,1.9242287291741582e-11,6.627310406162685e-12,1.303008247041039e-09,-5.207118510386974e-12,7.610529869215764e-15,-4.8292918189779436e-18,1.1257470239262947e-21
8,5,Saturday,15.623206024385368,-7.850361370253671e-25,-3.423957138142666e-18,-5.827824020401315e-19,-3.0050191745287996e-16,-9.288426305108413e-14,3.132346496161792e-16,-3.063874596900744e-19,9.283853285438088e-23
8,5,Sunday,11.368357230495047,4.407220402121459e-17,1.3803808771281414e-10,5.3077362226524404e-12,1.0247693876587723e-09,-3.926355727011924e-12,5.682714631819617e-15,-3.6163264068012254e-18,8.481292729783912e-22
8,5,Monday,18.618070061611725,6.038694875024809e-25,-3.9027857353760126e-19,4.1518717891486973e-19,2.0674507681905135e-16,6.199022657301419e-14,-1.1382778338605167e-16,7.104774367460189e-20,-1.5566456796136927e-23
8,5,Tuesday,12.209153118490491,2.463385541128028e-17,-2.6994880812858886e-11,3.006156010118626e-12,5.647869757745132e-10,-1.6497909630068324e-12,1.8835472167738746e-15,-9.81537636777242e-19,1.9439846086602248e-22
8,5,Wednesday,15.12786135331547,2.9849696932575664e-25,7.836263280203278e-19,2.1185006173932067e-19,1.0833922916226886e-16,3.345343647036074e-14,-8.550752229459732e-18,-3.6853272859127215e-20,1.8414373020013698e-23
8,5,Thursday,12.417755595791718,4.108870099142657e-17,-4.1042818805977944e-11,5.4045897409725995e-12,1.065494101074631e-09,-3.709100393188114e-12,4.884121623298533e-15,-2.8518606238149302e-18,6.1958283938443455e-22
8,5,Friday,12.332082850300935,1.7341528289978355e-17,7.491895121248189e-12,2.5803137556457994e-12,5.07320823170612e-10,-1.842124853059806e-12,2.5256985407663913e-15,-1.5304269332860387e-18,3.4403402501142824e-22
