Starting_locationID,Dropping_locationID,Weekday,Degree,Intercept,Power_1,Power_2,Power_3,Power_4,Power_5,Power_6,Power_7,Power_8,Power_9,Power_10,Power_11,Power_12,Power_13,Power_14,Power_15,Power_16,Power_17,Power_18,Power_19,Power_20
114,166,Thursday,4,24.42171927305211,-0.07490671787955092,0.0003183896693001215,-3.3257754938040195e-07,1.0294734321578376e-10
114,166,Friday,9,24.227285640739854,3.12595211971905e-29,-1.166270875348117e-20,1.1658376038254065e-23,7.748833018632845e-21,3.4199854115456623e-18,9.574108636988413e-16,-2.1671500085434765e-18,1.6361402223073163e-21,-4.1163276520245044e-25
114,170,Saturday,4,11.580421038068756,-0.01850137187639649,2.619731680634632e-05,7.3681098559428e-09,-1.1301629646860909e-11
114,170,Sunday,5,11.818793688784414,0.00537233567698774,-0.0001304171117027758,3.21437594513424e-07,-2.705860058890267e-10,7.482661200972472e-14
114,170,Monday,8,7.298258386048133,1.6945027849427305e-17,5.022461724346592e-12,2.4270763457239877e-12,4.713048024304148e-10,-1.3823884641406569e-12,1.539790884277217e-15,-7.677154046995106e-19,1.4402219346396301e-22
114,170,Tuesday,6,10.691184483855869,-8.979801134821532e-07,-0.0001599970062939851,7.955148967752942e-07,-1.2766321448265066e-09,8.460671609260347e-13,-2.0147008190852798e-16
114,170,Wednesday,6,8.823713340664568,-8.391279388318374e-07,-0.00015381038571486165,7.566525211039963e-07,-1.163323522638104e-09,7.330768779165305e-13,-1.6563329516486743e-16
114,170,Thursday,5,11.686750657425037,-0.06314895039096306,0.0002639692556143163,-3.389327860691376e-07,1.794249735269821e-10,-3.522155791698791e-14
114,170,Friday,6,10.327772183101048,-1.1669524112278799e-06,-0.00019735275985924595,9.107399303168945e-07,-1.4143545813588085e-09,9.261348325066707e-13,-2.2012584648883084e-16
114,179,Saturday,4,36.27119661901807,-0.10876412647952577,0.00019760126101312742,-8.904485933411677e-08,9.272129428160284e-13
114,179,Sunday,6,30.819114820148453,-2.905526067020879e-06,-0.00036519109967961223,9.480400409037793e-07,-6.155062386162163e-10,-6.702348418254338e-14,1.1103891977769648e-16
114,181,Saturday,3,25.172083212792202,-0.044721224257626924,7.774223992293468e-05,-3.2306460098955404e-08
114,181,Sunday,3,24.074806929998697,-0.036922519083266075,7.76997154174715e-05,-3.839400915403714e-08
114,181,Monday,9,17.527449752307593,1.7424340096485895e-29,-5.17270685603642e-20,4.4222361111091345e-24,4.5200681583974484e-21,2.045197846858124e-18,5.871151334904657e-16,-1.298412289904799e-18,9.60747429713632e-22,-2.376542456766323e-25
114,181,Tuesday,10,18.694525500554622,1.5984139449178848e-35,-4.794977173623407e-23,-2.2666599936041665e-27,6.777058867114573e-27,4.030694046202946e-24,1.934558958374702e-21,5.852385013318595e-19,-1.3132996638381621e-21,9.844072574983425e-25,-2.462496366865341e-28
114,181,Wednesday,4,19.79954176366075,-0.035425778120409326,0.00017800576958162362,-1.9135981196137368e-07,5.950004450893661e-11
114,181,Thursday,9,19.250881080586016,1.9945816628856305e-29,3.106427806747294e-20,5.31465017661567e-24,5.575568996637e-21,2.572013098803368e-18,7.506691706465139e-16,-1.6639789046152084e-18,1.2328026056575952e-21,-3.0482663651337166e-25
114,181,Friday,4,26.147782340098036,-0.0844215937786371,0.0002755325684283765,-2.7975952254136853e-07,9.014064590705996e-11
114,186,Saturday,6,10.012513206133251,-1.1351483773560221e-06,-0.00018047321508558138,6.937653880544931e-07,-9.637856008145283e-10,5.918856099673362e-13,-1.3669467966756157e-16
114,186,Sunday,4,12.441245885816654,-0.03773776807900848,8.212740441776289e-05,-5.327217693107154e-08,8.359184005298166e-12
114,186,Monday,5,8.610566697662113,-0.05939721797049676,0.00025373028871652364,-3.4337993277239766e-07,1.9069835289683132e-10,-3.827411192961701e-14
114,186,Tuesday,6,8.547159913975518,-1.158513424706451e-06,-0.00020470260986927476,9.17847965841588e-07,-1.390646188245008e-09,8.895347230350054e-13,-2.072350260069232e-16
114,186,Wednesday,4,8.319454104519794,-0.041194739539819634,0.00017426007424610265,-1.860904176859238e-07,5.920926158265517e-11
114,186,Thursday,5,10.843757667069982,-0.10031675211057163,0.0004365332803276584,-6.29385202141155e-07,3.836482730541596e-10,-8.612587732964359e-14
114,186,Friday,6,8.047275771503378,-1.0880643235556122e-06,-0.00018426254702538005,9.048845385325133e-07,-1.4433817400951245e-09,9.591720674754851e-13,-2.3013055900162015e-16
114,188,Saturday,4,35.54264204787014,-0.1465607698332846,0.0005229995701265056,-5.380698979690326e-07,1.6940762453325158e-10
114,188,Sunday,4,30.06467224965922,-0.025229992415984996,-1.5114263831918236e-05,9.026406825636354e-08,-4.914973276070252e-11
114,189,Saturday,4,25.417073432818817,-0.07847046795457817,0.0002525631889664,-2.337035168304243e-07,6.656882243443226e-11
114,189,Sunday,3,21.67141679183399,-0.01997083295335507,4.6348623026394036e-05,-2.429967993945607e-08
114,189,Tuesday,15,20.08526922096412,1.717644984407365e-65,-1.6231464069952654e-37,-1.1895699121606512e-41,-1.1312276178111961e-46,8.552847072333656e-50,1.3683643803935035e-50,1.151136718779144e-47,9.093064560268137e-45,6.589532308153526e-42,4.192773583758057e-39,2.1414471208448348e-36,6.8582867242034505e-34,-1.527119987709484e-36,1.1324036678669543e-39,-2.7963709779008145e-43
114,189,Wednesday,3,16.91616122864324,0.013413362882363639,3.9223771973285e-06,-7.703719926569621e-09
114,189,Thursday,3,20.3075567791247,-0.010926492609683447,3.0875081434402887e-05,-1.4738658433372556e-08
114,189,Friday,17,21.75886485001346,1.1148257623314459e-77,-2.7213000202722337e-43,-4.1628127399215847e-48,-4.42743501245611e-52,1.350468880834404e-73,1.3488244451716783e-62,1.059302434344462e-59,9.451348130781161e-57,8.053052718437446e-54,6.450012272784138e-51,4.7356271817756594e-48,3.050053298443769e-45,1.575435162006863e-42,5.0981676652728625e-40,-1.1384529512001067e-42,8.465404047793505e-46,-2.0959682799881687e-49
114,209,Saturday,5,10.351635617106016,-0.006448211835501561,-4.223659455352151e-05,1.6582427878979021e-07,-1.6313432466974203e-10,4.914469869610546e-14
114,209,Sunday,4,10.363743912348083,-0.016134154033838867,3.502573892900352e-05,-1.976304474984471e-08,1.5442677730227647e-12
114,209,Monday,8,7.458591558814504,1.5881953147395756e-17,4.2663092715509646e-11,2.28640488951831e-12,4.4129496374242054e-10,-1.3347126739339532e-12,1.5736366767364358e-15,-8.48859997064626e-19,1.7502787388747556e-22
114,209,Tuesday,3,5.376884277432615,0.023858844846490194,-1.307164361430654e-05,-1.7016822261476384e-09
114,209,Wednesday,4,9.191141381818683,-0.03434363529745201,0.00015983850441676856,-1.7512774927340052e-07,5.6116293781715556e-11
114,209,Thursday,4,9.183339727295213,-0.01722224507522877,0.00010843798922246905,-1.255289643086727e-07,4.081043112375038e-11
114,209,Friday,5,10.560763578272901,-0.031872275732511834,0.00014501788820501775,-1.726069216109294e-07,7.437807415294048e-11,-9.609452817762035e-15
114,211,Saturday,7,4.99763892894823,-3.2849051638931483e-12,1.800620140813162e-09,-1.7004324513121493e-07,5.972837922020514e-10,-7.571258071041836e-13,4.1517679581634537e-16,-8.360219715982601e-20
114,211,Sunday,5,5.419344607399575,0.006175617485144633,-8.074817912100929e-05,1.8672920545763875e-07,-1.5490560877933898e-10,4.3094866074148057e-14
114,211,Monday,8,4.907337546675407,2.1675171937635242e-18,5.484804342763366e-12,3.19302142066699e-13,6.263371805375098e-11,-2.288386392661101e-13,3.1277529577332043e-16,-1.8868823515568355e-19,4.226362247248587e-23
114,211,Tuesday,7,4.650431453613489,-8.327620217370391e-13,1.704419434032021e-09,-5.1617224383009926e-08,2.3717421116957787e-10,-3.608008748732765e-13,2.280627190667709e-16,-5.17941132197061e-20
114,211,Wednesday,3,4.353224105436226,0.0009623194895099157,2.29237129067816e-06,-2.0209130394019465e-09
114,211,Thursday,6,5.2073400246068315,-2.135058184815413e-07,-3.6924591955086797e-05,1.4316446324865177e-07,-1.9685477609689432e-10,1.1538831327792806e-13,-2.4430986467491548e-17
114,211,Friday,5,5.409125137959615,0.004556498395903583,-5.5083676985897037e-05,1.4217391235942778e-07,-1.2717116605374513e-10,3.718703923008226e-14
114,223,Saturday,19,27.907601802689523,2.8091124598976498e-90,-1.4170501081752358e-50,2.075550796522254e-54,3.430099129709205e-58,9.962100749505937e-86,4.3500252005881727e-75,3.6044814843844374e-72,3.458570457379074e-69,3.2276925590613415e-66,2.907719789400676e-63,2.5017562980126316e-60,2.0234290835896875e-57,1.500206817022868e-54,9.757096910170505e-52,5.089081940915308e-49,1.6628739853333863e-46,-3.578083783157054e-49,2.571792426368227e-52,-6.172822822563742e-56
114,223,Sunday,5,34.29782775348346,-0.041724400941864644,-1.3972092355975787e-05,2.555966112280781e-07,-2.976415236696249e-10,9.754476622357832e-14
114,224,Saturday,12,9.832216197889634,-6.736911568591721e-48,1.728781267733583e-29,8.319673827661211e-34,4.236812594550674e-38,-2.8872825160374282e-36,-1.948248508150771e-33,-1.1605936862753001e-30,-5.577579646677898e-28,-1.688367923156217e-25,4.198754525107226e-28,-3.407816060315132e-31,9.074144298397658e-35
114,224,Sunday,4,11.175411273339373,-0.023100642326839022,5.803022101584504e-05,-4.9565417426560424e-08,1.3484762815494776e-11
114,224,Monday,8,7.628714229316927,3.828696382907706e-24,1.1326491268420884e-19,1.3769497867308153e-18,6.048404685791818e-16,1.6787953466030655e-13,-3.948503841083413e-16,3.1017506226803627e-19,-8.125129930228882e-23
114,224,Tuesday,5,7.1010791090829155,0.021647387630617878,-7.866449785000767e-05,1.340644598171831e-07,-1.0053412972981067e-10,2.681709621718682e-14
114,224,Wednesday,7,8.605044981515322,-2.7216728650843296e-12,-4.415116801379654e-09,-1.4708558843319296e-07,6.75971318041795e-10,-1.0563411781342035e-12,6.947278108028452e-16,-1.6537410322895681e-19
114,224,Thursday,20,10.422148037987535,-2.3476721707901705e-97,-7.507617899829142e-54,8.219400927480064e-58,-1.4329380348024414e-62,1.0884497855260778e-94,-6.550363720859046e-82,-4.783027500108806e-79,-4.7953213614743686e-76,-4.680577945999169e-73,-4.4283734671035245e-70,-4.033896493828113e-67,-3.50233372851789e-64,-2.8539205274792975e-61,-2.1290253626790396e-58,-1.3917482160771686e-55,-7.289550067234415e-53,-2.390076825077072e-50,5.433161137716745e-53,-4.105489760120795e-56,1.031354558631332e-59
114,224,Friday,3,8.786535416195262,-0.006118428154108628,1.8886532398289732e-05,-9.180154381332735e-09
114,225,Saturday,3,32.762773221405666,-0.06558566995323133,0.00012196777799665079,-5.467160967583973e-08
114,225,Sunday,4,34.619248293637746,-0.09172626017939682,0.00021282953909664722,-1.6899092556854058e-07,4.328028121912373e-11
114,225,Thursday,4,29.749002404452405,-0.08012830028506755,0.0002836895158130992,-2.8566589764342495e-07,8.900455408634056e-11
114,226,Saturday,4,32.609204705253795,-0.11143704187798477,0.0003094696154694214,-2.827651783348009e-07,8.503076947246609e-11
114,226,Sunday,7,26.828575571781684,-2.7664003397487202e-11,-5.7447034109496256e-08,-1.0552801163118705e-06,3.8365187914242144e-09,-5.1310310974649184e-12,3.016569968676734e-15,-6.607026596448928e-19
114,226,Thursday,4,30.426353979320858,-0.13062674619780762,0.00041099573040001965,-4.0143366686978417e-07,1.2384030802522576e-10
114,228,Sunday,5,22.839839909831937,-0.030794930879628854,0.0001082216973219847,-1.5277349398314786e-07,1.0611474796607145e-10,-2.954693025566853e-14
114,229,Saturday,5,17.330648851061866,-0.044866176329633155,0.0001285050224861183,-1.5873754191883826e-07,1.091027900381497e-10,-3.1895982553003276e-14
114,229,Sunday,6,16.18243982261087,-1.2719156621731032e-06,-0.00017412054306354275,5.01320768322236e-07,-5.032029910282839e-10,2.0476816346390272e-13,-2.744872281361166e-17
114,229,Monday,6,12.53979807772608,-8.544550261726315e-07,-0.00013351349011823932,7.037959053325813e-07,-1.1365667067219543e-09,7.48014047015458e-13,-1.7605176963416785e-16
114,229,Tuesday,4,14.845176395282692,-0.04007585969542415,0.000159440616790989,-1.5782721653257423e-07,4.5569715953439007e-11
114,229,Wednesday,4,16.320568825468104,-0.08358526531420891,0.0002916158416895596,-2.883787475888094e-07,8.713569139036429e-11
114,229,Thursday,9,12.637623820714495,1.6933181826129723e-29,-6.76017400718558e-20,8.603813683661743e-24,4.786606503736336e-21,2.188201934419834e-18,6.317390034223349e-16,-1.384009371221128e-18,1.0140653252974775e-21,-2.4826729803865107e-25
114,229,Friday,3,12.606070870247095,0.0067955868955106805,1.7139224653124425e-05,-1.396487893790055e-08
114,230,Saturday,3,15.674187682598085,-0.04157210814160765,9.18409949053507e-05,-4.3667449486814985e-08
114,230,Sunday,7,14.492336534961781,-1.4638911005548248e-11,1.664134465280802e-08,-7.321869976844515e-07,2.6726678668658853e-09,-3.5628773110799566e-12,2.0701860513851993e-15,-4.446759292418044e-19
114,230,Monday,6,10.178566696867843,-1.2810551534377152e-06,-0.00021249564890685828,1.0012980183203223e-06,-1.5295282064781649e-09,9.713143398692368e-13,-2.2270614852535384e-16
114,230,Tuesday,9,11.562391767383215,1.4798021281209428e-29,4.5444646928089136e-20,9.231029044131744e-24,4.306919038028454e-21,1.9456818768569945e-18,5.539126310769446e-16,-1.2246691951023849e-18,9.06892814909999e-22,-2.247375325685278e-25
114,230,Wednesday,6,11.136976421553054,-1.0848093652792532e-06,-0.00018637951395015595,8.837555788222882e-07,-1.2974457773214441e-09,7.816066828836258e-13,-1.6960061615911723e-16
114,230,Thursday,6,13.020728089809506,-1.8085320157069796e-06,-0.00030965067415376896,1.4105484319808622e-06,-2.135789892517112e-09,1.3597289068231557e-12,-3.147728201246082e-16
114,230,Friday,6,13.162061484034478,-2.15408870480045e-06,-0.00034336999771390574,1.5741842589777583e-06,-2.45270498948117e-09,1.6163637247015295e-12,-3.8694584787886555e-16
114,231,Saturday,13,7.132610750492399,5.474821573186262e-54,-3.1517778922103266e-32,2.7790066177065247e-36,2.4296938910619963e-41,3.0765966358365143e-42,2.3017604521124416e-39,1.5773857713957633e-36,9.518087337773798e-34,4.62343386410978e-31,1.4121914972331898e-28,-3.147117686496833e-31,2.3402838362892834e-34,-5.804245627624132e-38
114,231,Sunday,6,7.712028795110909,-1.4537838153529181e-07,-2.0612845303402167e-05,2.0230554840717967e-08,4.951761351713976e-11,-7.270677262101962e-14,2.44589956809255e-17
114,231,Monday,4,7.7642716650269925,-0.02734185189668746,0.00010053492339140038,-1.0361006699100822e-07,3.2294499949304206e-11
114,231,Tuesday,5,8.294740923190005,-0.02909405683185564,0.00012272351635330146,-1.5139013194047662e-07,6.799549269964671e-11,-8.716630392063194e-15
114,231,Wednesday,4,7.994729337101528,-0.028643382060858265,0.00011108512435492494,-1.1600038190228502e-07,3.6275024588990737e-11
114,231,Thursday,4,8.337252311926031,-0.035199560710457614,0.00012944339148323412,-1.3148250355399402e-07,4.040822665641706e-11
114,231,Friday,10,7.47646850997668,1.171629315481113e-35,-2.9214057009918764e-24,-2.185789106142453e-27,4.586782048839228e-27,2.6290205517927613e-24,1.2144519053002927e-21,3.536339475856357e-19,-7.952807251988484e-22,5.958673479027889e-25,-1.4871108209913638e-28
114,232,Saturday,3,12.390165464925108,-0.026048933463616985,4.499466493271404e-05,-1.864285691226997e-08
114,232,Sunday,6,11.137214403632797,-6.071982064169818e-07,-9.321417903228939e-05,2.5095497711707505e-07,-2.2006933266928292e-10,6.009824038691891e-14,2.0058066827782976e-18
114,232,Monday,3,8.124907634802984,-0.002291317865945746,8.677799232116766e-06,-5.117777470876564e-09
114,232,Tuesday,5,9.714560906164957,-0.018743380675007158,5.648040625332151e-05,-5.000861055128968e-08,1.2632002034566186e-11,5.624649031179308e-16
114,232,Wednesday,4,9.141123880578872,-0.017456595834307042,5.061924665191986e-05,-4.0893691689917434e-08,9.571581279344226e-12
114,232,Thursday,13,9.392246477777569,3.186233592715602e-54,3.71989176479375e-32,7.2511787658276936e-37,-6.19632285635929e-42,2.1423409684166083e-42,1.663515834662185e-39,1.1651379713661605e-36,7.166904215323531e-34,3.541527144212413e-31,1.0985200358940671e-28,-2.474909502582629e-31,1.8585853624513477e-34,-4.650764142478232e-38
114,232,Friday,4,10.40472912300568,-0.020601796910868917,5.700626767309503e-05,-5.127714850280486e-08,1.561788291759581e-11
114,233,Saturday,6,13.628494436330824,-1.0721398937782647e-06,-0.0001562737158557671,5.472707639805124e-07,-7.301649259569143e-10,4.4845397229968444e-13,-1.0623731182630697e-16
114,233,Sunday,5,14.10706255539437,-0.004309902744224249,-9.47676512967264e-05,2.708857937657241e-07,-2.3781679551885607e-10,6.663539432177017e-14
114,233,Monday,6,12.120017671739667,-1.3900888869353496e-06,-0.00024080890344280764,1.0648523736067588e-06,-1.6254213212250423e-09,1.050990995053791e-12,-2.470451612927031e-16
114,233,Tuesday,7,12.187948174202475,1.0538161479431438e-12,-1.2806652786107433e-09,6.078540742271695e-08,-4.4964205482790966e-11,-8.834743163701303e-14,1.092326640014008e-16,-3.240474388131889e-20
114,233,Wednesday,6,10.373524561176295,-4.007010502069986e-07,-7.390227072872606e-05,3.6577369981805065e-07,-4.993442044258895e-10,2.641637705825719e-13,-4.769179915749034e-17
114,233,Thursday,4,11.09554785667728,-0.02629284928014407,0.00011487667188985002,-1.0811061565619891e-07,2.8465727142969624e-11
114,233,Friday,4,12.051064269495624,-0.024552328837415375,0.00010049884716355591,-9.497222637518582e-08,2.633245782561553e-11
114,234,Saturday,6,7.459455095172302,-5.445252182037143e-07,-8.615942053567806e-05,2.870741017067803e-07,-3.5692848111815993e-10,2.0450232669938498e-13,-4.599284295873559e-17
114,234,Sunday,7,7.44645233329066,-5.741654120404713e-12,1.896691019282241e-09,-3.109597199320254e-07,1.0844552799381863e-09,-1.3998840567512224e-12,7.933408876962672e-16,-1.6692707758928533e-19
114,234,Monday,8,4.13585916842198,8.165300047290209e-18,-1.6554106057361654e-12,1.1939733418703049e-12,2.3202148114325735e-10,-7.115100146237983e-13,8.33848880812437e-16,-4.383305561726456e-19,8.664044004596347e-23
114,234,Tuesday,6,5.198464474496353,-4.740024491375942e-07,-8.838494618304736e-05,4.570901423387956e-07,-7.576045127733616e-10,5.194829997870416e-13,-1.2808168743080518e-16
114,234,Wednesday,6,5.269426529150161,-6.836146462551082e-07,-0.00012584880104454872,6.165595658800524e-07,-1.0043296039293567e-09,6.848949560406781e-13,-1.6869858330219428e-16
114,234,Thursday,8,4.23657704756698,9.85172467250776e-18,1.6261059267138235e-11,1.4399068407972601e-12,2.81420924627304e-10,-8.108550775247359e-13,8.950446090344759e-16,-4.440485426085629e-19,8.292191273886201e-23
114,234,Friday,6,6.562252252857734,-8.055409741343361e-07,-0.00014467835392561858,6.681552150392986e-07,-1.0757544913939806e-09,7.37772162846414e-13,-1.8384961133185592e-16
114,236,Saturday,5,22.12149560975404,-0.05472320013706057,0.00015583284428782965,-1.4411059762832664e-07,6.26683135011131e-11,-1.3682227304584132e-14
114,236,Sunday,7,19.37247901000695,-1.4384264240719774e-11,-8.043664124878876e-09,-6.719362111919058e-07,2.5275838333298697e-09,-3.4320224036052953e-12,2.02173599795557e-15,-4.395254101343052e-19
114,236,Monday,8,15.209533138665847,1.6376464860861853e-17,-2.7827133325791293e-11,2.310905767431529e-12,4.5044489010624795e-10,-1.0173254798176553e-12,8.201124465485122e-16,-2.6442115052823387e-19,2.4077368162833318e-23
114,236,Tuesday,6,17.60073244248894,-9.097361703134015e-07,-0.00014975724614431048,9.020348476862064e-07,-1.4822250756239227e-09,9.679840187797555e-13,-2.2487600016685197e-16
114,236,Wednesday,5,18.00970352610021,-0.06946351890264717,0.0003583935704140678,-4.7017040318650963e-07,2.388998862993601e-10,-4.3253144009462715e-14
114,236,Thursday,5,20.167195555928085,-0.11521286078296186,0.0005391029788460326,-7.226141040609182e-07,3.8788823743348754e-10,-7.482077970638944e-14
114,236,Friday,4,17.5994050217388,-0.03130518941078097,0.00020056746755417915,-2.2618966846143756e-07,7.186957444792998e-11
114,237,Saturday,7,16.689409251807774,-9.935405480917466e-12,-1.6103677737711675e-08,-5.720964918467718e-07,2.24766533320362e-09,-3.1777885698612466e-12,1.9515447266246e-15,-4.424414838155337e-19
114,237,Sunday,7,16.32459725951642,-9.19635795989926e-12,-1.0334245168839088e-08,-4.4185947697085754e-07,1.6554828242183954e-09,-2.2313444187594185e-12,1.3025386918365578e-15,-2.8050255085350693e-19
114,237,Monday,8,11.046182037901847,4.049309986458201e-17,6.678949341464599e-12,6.2971591085213765e-12,1.254095518005115e-09,-3.930707582227991e-12,4.7095998964669175e-15,-2.5376364120385564e-18,5.160992105367654e-22
114,237,Tuesday,5,20.884732630675888,-0.12295595177249372,0.0005631598042611812,-8.162885056327916e-07,4.859320412217742e-10,-1.0472566363654735e-13
114,237,Wednesday,5,14.728868562337293,-0.0572913583592331,0.00027111126744988904,-2.9854060803108797e-07,1.0262715778933351e-10,-4.418996820164184e-15
114,237,Thursday,4,18.373257477002195,-0.05198203985569363,0.00023865300857412206,-2.4969167191238216e-07,7.532975167362537e-11
114,237,Friday,5,17.95861078346592,-0.08831481483054308,0.0004277834472438583,-6.442322720110856e-07,4.0841132191029553e-10,-9.575942328882979e-14
114,238,Saturday,4,24.1572740125724,-0.05094444789718583,0.0001472088268589179,-1.1792928440251594e-07,2.831878518210345e-11
114,238,Sunday,7,23.246832083486517,-1.3832460078144207e-11,4.535694408060897e-09,-5.991663273270271e-07,2.12775181754913e-09,-2.7020130997966774e-12,1.4736592367371698e-15,-2.938603119820941e-19
114,238,Monday,7,19.155258550614715,8.291540931725408e-12,-9.386028862580521e-09,4.509439558187149e-07,-1.3867191489013715e-09,1.6274748912137981e-12,-8.539208999315869e-16,1.677404550037984e-19
114,238,Tuesday,6,21.615346561791302,-7.532675513848265e-07,-0.0001229538907086423,8.118012540401449e-07,-1.3862107896617809e-09,9.209193450675617e-13,-2.1442753008795675e-16
114,238,Wednesday,9,21.010366535278504,1.6654050194770356e-29,-2.099895012312236e-20,3.639534852965571e-24,5.149781810323578e-21,2.428277391624849e-18,7.214421809762342e-16,-1.594574497856022e-18,1.1778862300395476e-21,-2.906612516680169e-25
114,238,Thursday,3,16.94224161873755,0.025379059263781235,4.861995751810106e-06,-1.4659355031220254e-08
114,238,Friday,10,21.706790853306988,2.92529961766388e-35,1.0903248005608924e-22,-2.917737959009292e-27,1.1652826703882412e-26,6.806572036005931e-24,3.2113701426036085e-21,9.558232856014007e-19,-2.195863577155906e-21,1.6818186166051055e-24,-4.291347826748607e-28
114,239,Saturday,3,21.399349048400357,-0.026334170670219495,6.812148164935307e-05,-3.407136932982903e-08
114,239,Sunday,7,21.04048129049579,-1.3847157294550716e-11,1.6660902460219676e-08,-5.965699886070706e-07,2.166566380776779e-09,-2.7945152244831545e-12,1.5432611632562257e-15,-3.1113152559464716e-19
114,239,Monday,4,15.687012205435444,0.010733625349656547,5.4180631324394854e-05,-8.845792128476401e-08,3.265075760822506e-11
114,239,Tuesday,3,18.990148425020553,0.018848791198165262,5.298331495595625e-07,-9.963087870999042e-09
114,239,Wednesday,5,17.997634317381344,-0.02786080651719533,0.0001379617264431848,-4.922575172866576e-08,-1.021502507787051e-10,5.5595821041204426e-14
114,239,Thursday,5,21.00444625105198,-0.051245366055437884,0.00020657765015357065,-1.5510911417483393e-07,-1.7564245951493916e-11,2.977206191165219e-14
114,239,Friday,6,20.38332594092491,-2.283677040127213e-06,-0.0003378968267376881,1.614964177849941e-06,-2.485199161477605e-09,1.5822915271409724e-12,-3.6242235981761556e-16
114,243,Saturday,3,31.541315160035925,-0.0430326162308304,8.844384041030239e-05,-3.8690564328461926e-08
114,243,Sunday,4,36.4506161009633,-0.10134181361865106,0.000267749995329375,-2.1382153358674792e-07,5.0250925006700834e-11
114,244,Saturday,7,27.741725808563416,-1.0862317387792629e-11,-1.4586481175406513e-08,-4.3640500846792495e-07,1.82127103364967e-09,-2.7026514980128937e-12,1.7199011358974196e-15,-3.9904334700190453e-19
114,244,Sunday,7,27.085845575690925,-7.192337227061953e-12,1.1443918062636159e-09,-2.5743576724133954e-07,6.462688685600726e-10,-4.0780135363382696e-13,-3.8178804104875665e-17,6.663272510605282e-20
114,244,Wednesday,3,23.85369961808708,-0.01724230126675326,8.617833250332812e-05,-5.2382755744326766e-08
114,244,Thursday,4,29.005944348322164,-0.10443562221941509,0.0004000023728057463,-4.0343323915416514e-07,1.2158081550617156e-10
114,244,Friday,7,26.432773111283314,-2.4326568308005872e-11,-3.7222812939019635e-08,-1.0765019714855515e-06,4.782471345089144e-09,-7.273572440526508e-12,4.65740655627424e-15,-1.0776861191578237e-18
114,246,Saturday,6,12.572979460482284,-4.90321118234945e-07,-7.64337795764021e-05,2.5214236452665526e-07,-2.835269014123278e-10,1.3636469429147112e-13,-2.443005761063049e-17
114,246,Sunday,3,14.024751204660326,-0.02055021175927631,4.2662595321872784e-05,-2.1630038577440913e-08
114,246,Monday,6,10.272740945419033,-2.6848517382521873e-07,-5.1672177902686996e-05,2.765312553887598e-07,-4.271541255261546e-10,2.6422443873094335e-13,-5.808009497910976e-17
114,246,Tuesday,6,12.296101252793884,-6.231161416330439e-07,-0.00011262631568463078,5.1030021348424e-07,-7.68520868567075e-10,4.83938469919671e-13,-1.1030604999189526e-16
114,246,Wednesday,7,11.020467762669393,-5.835498195081555e-13,9.80581363468201e-10,-3.6199529104933444e-08,2.8038555147324675e-10,-4.864938740123642e-13,3.214936254118301e-16,-7.408506948657427e-20
114,246,Thursday,5,11.82927342718924,-0.0199612269580614,6.312933142863982e-05,-3.278737587567332e-08,-1.6768723980428927e-11,1.10793481197227e-14
114,246,Friday,6,12.572596299127506,-9.419166406990524e-07,-0.0001652666140835917,7.275909453869982e-07,-1.1020397342109088e-09,7.085879599617297e-13,-1.6583629440239026e-16
114,249,Saturday,5,6.82828024603535,-0.006208498611215392,-2.245488698466921e-06,2.522900206168565e-08,-2.2207874795221046e-11,5.4415070758994175e-15
114,249,Sunday,7,6.6404130202951155,-4.136362071818834e-12,-1.9607895401805535e-09,-1.9450857232269252e-07,6.751423049506277e-10,-8.821906052566066e-13,5.124819794743359e-16,-1.115368816483207e-19
114,249,Monday,5,4.653588383695378,-0.003912833010680162,1.5743755423187635e-05,-1.6780089452259482e-08,6.95934285863554e-12,-1.0431939617375351e-15
114,249,Tuesday,12,5.250271984723242,9.20154596958968e-49,2.0738252467983463e-31,2.6926430530688735e-34,2.698675373366688e-38,5.271384135263338e-37,3.6245817698256184e-34,2.1829289461385877e-31,1.0551361901545033e-28,3.2013539703212806e-26,-7.171735166937152e-29,5.373055744708813e-32,-1.3452929378250087e-35
114,249,Wednesday,6,5.374337692875454,-1.648313723912179e-07,-3.0075349388262373e-05,1.353618014275968e-07,-2.0656838519676133e-10,1.3402387922046952e-13,-3.1832782049147105e-17
114,249,Thursday,20,5.82118921069834,1.2413657214545893e-97,2.500453235792751e-54,-1.6926634733815407e-58,-3.7475526773057273e-63,2.3738919364399497e-66,3.767004608619688e-82,2.5503280322809865e-79,2.5235847369601932e-76,2.433211311187834e-73,2.2760935129958028e-70,2.0516291419045746e-67,1.7639574535988826e-64,1.4243637236315025e-61,1.0535776148986747e-58,6.832528384968782e-56,3.551888265530942e-53,1.156349551301957e-50,-2.50922628702955e-53,1.815508421609152e-56,-4.3799877421205375e-60
114,249,Friday,6,6.185782150320144,-3.9102863896589916e-07,-6.559175521006499e-05,2.618311032260819e-07,-3.801143642561418e-10,2.411668980301244e-13,-5.665768163447063e-17
114,255,Saturday,5,30.25308911330456,-0.10786709428159072,0.00018325298683841902,-1.4729488956852393e-08,-1.1935756180897093e-10,5.313403300590956e-14
114,255,Sunday,3,25.721516135414518,-0.056923611394688406,8.907762430602844e-05,-3.795905641822658e-08
